chrom	chromStart	chromEnd	beta
chr5	94654788	94656758	0.88
chr12	73396461	73396692	0.67
chr14	99750652	99751806	0.81
chr17	13462805	13464715	0.75
chr17	44524055	44524236	0.76
chr7	77786187	77788086	0.7
chr19	2376562	2377188	0.75
chr20	13414192	13416063	0.62
chr2	24547095	24548329	0.75
chr10	30978943	30980724	0.76
chr8	31759835	31761807	0.83
chr2	227568018	227569769	0.8
chr20	10405084	10406919	0.4
chr3	100065169	100067050	0.55
chr13	19922060	19923868	0.66
chr8	42285987	42286918	0.69
chr15	85062741	85064682	0.49
chr14	59457141	59458948	0.72
chr20	41539367	41540696	0.63
chr15	74676853	74678761	0.64
chr15	33885155	33886948	0.76
chr5	34572015	34573964	0.21
chr4	24610948	24612018	0.58
chr1	165738038	165738280	0.9
chr4	83222161	83224048	0.54
chr11	32852834	32854537	0.43
chr3	154576499	154576909	0.08
chr4	108377987	108379781	0.86
chr2	199432122	199433620	0.48
chr12	46670376	46671784	0.0
chr6	131290856	131292031	0.0
chr1	170246180	170247479	0.05
chr22	35037845	35039665	0.17
chr2	33409761	33411035	0.2
chr5	32857453	32858855	0.1
chr10	90469824	90471370	0.24
chr16	9228399	9228911	0.07
chr13	73943184	73944808	0.24
chr14	69992540	69994534	0.1
chr9	108366465	108368442	0.13
chr1	86276472	86277987	0.08
chr6	129343976	129345829	0.05
chr13	54421495	54423261	0.06
chr2	156273995	156275794	0.0
chr20	26080391	26080432	0.2
chr2	33044037	33044868	0.05
chr18	9993775	9994293	0.25
chr3	190296512	190298478	0.24
chr13	94716010	94716082	0.56
chr4	10080134	10080792	0.23
chr1	118185018	118185729	0.05
chr17	27057760	27058688	0.0
chr2	55777457	55778796	0.12
chr14	27859351	27861305	0.47
chr13	105814323	105815707	0.12
chrX	108149005	108150796	0.5
chr2	219695520	219697391	0.06
chr3	152084839	152086296	0.19
chr6	130330192	130331905	0.2
chr16	82852685	82854659	0.17
chr8	105850396	105852118	0.17
chr6	137754372	137756365	0.05
chr10	125022567	125023123	0.58
chrX	107876473	107878409	0.06
chr1	64243549	64243853	0.41
chr4	159042693	159043913	0.75
chr6	151648432	151649543	0.56
chr11	20142864	20144198	0.61
chr12	18398206	18399697	0.67
chrX	103920590	103922145	0.66
chr2	226479200	226481127	0.21
chrX	45411298	45413019	0.15
chr6	141752418	141754090	0.0
chr16	7930358	7931683	0.06
chr21	41735161	41737024	0.21
chr6	130510001	130511122	0.43
chr16	31210789	31210820	0.24
chr11	32021813	32023618	0.17
chr6	144208325	144210245	0.03
chr3	104435964	104437945	0.63
chr8	114509781	114511223	0.4
chr4	156006678	156008612	0.04
chr9	5240369	5241223	0.23
chr12	59222259	59222476	0.29
chr9	108452046	108453945	0.08
chr17	13262738	13264493	0.37
chr6	71469648	71471158	0.16
chr6	54321861	54323847	0.31
chr9	104238108	104239941	0.06
chr2	56327146	56328981	0.26
chr6	2410651	2412586	0.18
chr1	212254883	212255237	0.4
chr6	107866948	107867115	0.37
chr12	58785002	58786621	0.02
chr13	47891224	47893205	0.39
chr5	13414506	13416489	0.12
chr4	156008873	156010586	0.22
chr7	44126127	44126768	0.88
chr2	11763942	11764304	0.64
chr1	214755570	214757037	0.0
chr5	36542479	36543662	0.26
chr8	16191198	16193059	0.04
chr6	72494860	72496590	0.3
chr2	157019270	157021169	0.13
chr5	146762827	146763365	0.16
chrX	141941339	141943316	0.22
chrX	30494572	30496506	0.1
chr15	95687559	95689187	0.14
chr7	41439492	41440019	0.21
chr3	191085127	191087019	0.12
chr7	114462410	114462475	0.7
chr10	3535595	3537380	0.65
chr19	20927179	20929082	0.83
chr13	47861846	47863087	0.15
chr5	32809511	32810806	0.05
chr2	230172545	230172939	0.08
chr17	13254947	13255948	0.16
chr9	71639974	71641938	0.19
chr16	10173868	10175231	0.05
chr6	63434487	63435838	0.04
chr3	4355398	4357045	0.07
chr3	188824933	188826623	0.22
chr2	54586789	54587084	0.25
chr12	18573026	18574743	0.09
chr6	139063681	139065660	0.16
chr2	33029305	33029402	0.15
chr1	64915590	64915678	0.17
chr12	58211343	58213205	0.24
chr1	214823163	214824393	0.42
chr4	22005860	22007859	0.04
chr2	198741491	198743379	0.15
chr6	73875415	73877192	0.15
chr8	140911711	140911851	0.12
chr9	114569796	114570412	0.45
chr10	60290029	60291006	0.22
chr3	65474903	65476209	0.47
chr7	41852278	41854122	0.11
chr18	30673311	30675237	0.1
chr17	57270773	57271264	0.06
chr12	58152550	58154543	0.04
chrX	50908351	50910213	0.36
chr1	85910156	85911744	0.27
chr2	220182094	220184075	0.34
chr7	2833199	2833528	0.12
chr6	100318021	100319992	0.14
chr2	225812148	225814024	0.17
chr1	51647947	51648370	0.0
chr7	103980147	103981820	0.73
chr1	67588065	67588340	0.0
chr9	107690940	107692794	0.17
chrX	7289689	7291559	0.19
chr8	142215927	142216454	0.58
chr7	103522046	103523944	0.67
chr12	18237597	18239590	0.13
chr12	102767077	102769006	0.2
chr4	22218160	22220126	0.0
chr16	56197663	56197889	0.61
chr14	54066520	54068335	0.12
chr6	141434098	141435748	0.24
chr6	19595690	19597571	0.1
chr12	98745555	98746134	0.02
chr2	219982569	219983799	0.25
chr12	80329380	80330812	0.17
chr4	187561672	187563630	0.19
chr5	13638306	13638972	0.18
chr1	163158680	163158826	0.33
chr9	109500435	109502398	0.1
chr3	187188702	187190339	0.04
chr6	10392343	10393234	0.11
chr12	100767840	100769308	0.25
chr1	121435047	121437026	0.09
chr6	127068071	127069244	0.0
chr9	137077048	137077113	0.21
chr5	40173764	40175346	0.05
chr10	90695297	90697052	0.19
chr3	191009122	191010824	0.08
chr3	187899808	187901797	0.09
chr7	19362719	19364135	0.0
chrX	124124139	124126009	0.2
chr6	75048661	75050175	0.22
chr2	33030486	33031261	0.21
chr16	83387354	83389131	0.06
chr2	220311962	220313815	0.11
chr6	73747110	73749098	0.06
chr2	220892128	220893537	0.06
chr6	73761204	73761830	0.06
chr8	114551536	114553533	0.04
chr16	77477951	77478598	0.21
chr9	72505624	72507597	0.19
chr8	118369120	118369901	0.21
chr8	26227786	26229697	0.28
chr6	14907405	14909340	0.56
chr6	140970063	140971986	0.03
chr9	76503712	76505398	0.21
chr22	35001708	35003652	0.07
chr6	160133558	160134472	0.6
chr6	87400663	87402625	0.56
chr1	149433808	149435635	0.3
chr4	1665710	1666539	0.5
chr22	43168295	43168890	0.31
chr4	129503798	129505745	0.66
chr20	29445054	29445250	0.34
chr17	71672212	71674182	0.64
chr16	57379644	57379880	0.11
chr7	138827888	138828806	0.35
chr4	1038278	1039547	0.5
chrX	84244717	84246683	0.46
chr19	5476678	5476729	0.5
chr9	23452329	23453948	0.47
chrX	11026949	11028865	0.53
chr4	144637964	144639814	0.16
chr13	106532109	106533040	0.01
chrX	7632925	7634692	0.2
chr2	198936361	198938280	0.13
chr20	17758307	17759271	0.37
chr22	50219732	50219891	0.46
chr12	58972840	58974360	0.0
chr5	34647621	34649533	0.03
chr6	144390325	144392232	0.18
chr5	128903146	128904862	0.77
chr6	152375081	152376941	0.61
chr11	12016422	12018281	0.83
chr12	70428912	70430737	0.62
chr8	15459484	15459613	0.08
chr2	30358926	30359988	0.74
chr17	34728848	34729223	0.74
chr8	108510640	108511648	0.06
chr3	190393789	190395556	0.07
chr2	67170838	67172014	0.71
chr3	155089903	155089945	0.66
chr1	217635441	217636969	0.61
chr7	24935460	24936324	0.86
chr5	142699768	142701623	0.91
chr5	57542937	57544365	0.6
chr2	233636784	233636914	0.67
chr5	135147470	135148749	0.46
chr15	22662932	22663993	0.88
chr2	112870328	112870971	0.29
chr6	1520644	1521824	0.37
chr6	127694222	127695698	0.27
chr5	17211429	17211729	0.5
chr6	128386220	128387933	0.45
chr20	62970226	62970480	0.89
chr10	3395016	3395473	0.4
chr2	226000177	226001680	0.4
chr5	36477040	36477107	0.11
chr1	215465722	215467694	0.24
chr4	187539202	187540888	0.11
chr5	33334639	33336319	0.24
chr16	31165138	31165234	0.78
chr9	43132904	43134740	0.28
chrX	3221304	3223273	0.07
chr2	100895285	100896731	0.07
chr14	34640712	34641565	0.06
chr2	104585520	104587346	0.71
chr19	35593645	35593734	0.62
chrX	16463410	16465205	0.0
chr16	86632393	86634353	0.19
chr7	22725617	22725876	0.08
chr11	102166411	102168110	0.33
chr12	27478182	27479719	0.47
chr10	72300636	72300660	0.47
chr6	151625380	151627374	0.05
chr16	83168987	83170941	0.17
chr14	28020773	28021538	0.81
chr3	190619501	190621364	0.11
chr17	82986108	82986359	0.12
chr1	214731223	214733191	0.07
chr4	149390712	149392480	0.12
chr2	56775291	56777197	0.14
chr2	199384502	199386395	0.21
chr15	60967818	60969704	0.38
chr14	75635873	75636632	0.02
chr6	144437657	144438979	0.25
chr6	130734032	130735794	0.16
chrX	152123947	152125626	0.06
chr6	152640914	152642066	0.29
chr9	22898273	22899719	0.15
chr4	24600619	24602258	0.2
chr20	50189825	50190098	0.79
chr2	60987668	60988155	0.7
chr7	22098213	22098925	0.54
chrX	1658792	1660730	0.61
chr8	14264879	14264950	0.65
chr16	83496064	83497745	0.29
chr15	95614853	95616432	0.06
chr4	1520791	1520926	0.42
chr8	37444755	37446425	0.42
chr16	3761740	3761820	0.67
chr9	79469695	79471524	0.64
chr4	26406106	26407481	0.81
chr5	136191904	136192040	0.16
chr10	18605939	18607246	0.91
chr1	247115694	247115883	0.69
chr16	82840813	82842334	0.18
chr2	29039096	29040006	0.71
chr17	13151022	13152971	0.17
chr7	144262087	144262432	0.06
chr7	95693417	95693728	0.4
chr5	130473780	130474960	0.0
chr8	110026912	110028418	0.1
chr4	186619719	186621707	0.53
chr1	185777938	185779424	0.21
chr10	27270050	27271792	0.7
chr7	32632032	32632591	0.24
chr18	53752863	53754676	0.57
chr3	86796400	86797302	0.18
chr4	156412566	156414393	0.02
chr7	103824927	103826817	0.8
chr6	130661058	130662902	0.2
chr12	77399349	77401288	0.06
chr11	102657928	102659889	0.16
chr19	48096304	48096321	0.22
chr6	54266230	54267926	0.12
chr12	62915385	62917240	0.07
chr21	34930600	34932463	0.01
chr21	29169919	29171316	0.27
chrX	141931299	141933159	0.05
chr10	16648264	16650235	0.49
chr16	89609775	89610198	0.89
chr7	1392983	1394804	0.03
chr6	141571652	141572047	0.6
chr20	46344043	46344793	0.79
chr22	34664888	34666249	0.35
chr13	54247305	54249289	0.03
chr3	71168917	71170394	0.05
chr6	141934074	141935858	0.0
chr1	54499351	54499424	0.1
chr2	233636349	233636425	0.05
chr12	102560879	102561028	0.13
chr3	146851479	146853209	0.09
chr16	32882637	32883473	0.18
chr13	102491435	102492332	0.54
chr1	163247349	163247875	0.14
chr2	198628114	198629989	0.08
chr4	83379758	83381644	0.14
chr6	10432688	10433750	0.04
chr6	45943066	45944952	0.15
chr20	26105271	26106810	0.04
chr22	35019755	35021694	0.12
chr10	79224257	79224801	0.32
chr4	149869358	149871180	0.2
chr2	199082518	199083970	0.35
chr2	228175176	228176732	0.14
chr1	185730210	185731701	0.0
chr7	103483392	103485351	0.77
chr11	32085337	32087319	0.34
chr3	188126547	188128289	0.21
chr11	57437499	57439159	0.45
chr2	230443284	230445207	0.05
chr5	13598577	13600454	0.17
chr1	215098001	215099340	0.1
chr22	17097075	17097259	0.25
chr6	54165216	54167162	0.11
chr6	152442149	152444000	0.45
chr2	157077373	157079307	0.18
chr2	27838982	27839899	0.17
chr2	226316966	226318735	0.11
chrX	57152424	57154334	0.21
chr9	109503201	109504879	0.18
chr17	42312779	42312918	0.03
chrX	49146629	49147148	0.46
chr6	54084387	54086182	0.0
chr21	29207028	29207282	0.0
chr6	81381985	81382906	1.0
chr7	144079264	144081171	0.2
chr7	103788963	103790918	0.86
chr3	189963735	189965724	0.22
chr2	198416568	198418433	0.12
chr18	2014762	2016558	0.18
chr3	187217757	187219661	0.1
chr5	128363865	128365668	0.07
chr12	75244783	75246628	0.06
chr13	55317099	55319087	0.2
chr12	58594415	58596416	0.2
chr7	139053849	139054280	0.05
chr12	99569110	99570641	0.34
chr9	131719122	131719811	0.14
chr2	219207336	219208437	0.06
chr2	33406079	33406174	0.1
chr6	54590775	54592683	0.14
chr4	108312849	108314669	0.6
chr16	88640826	88640880	0.74
chr19	48682174	48683657	0.66
chr3	185672338	185673443	0.25
chr19	5094736	5095592	0.06
chr2	172842559	172844169	0.1
chr5	83939776	83941586	0.9
chr6	53910467	53912468	0.46
chr22	17732912	17733150	0.46
chr4	24986138	24987431	0.24
chr2	178063135	178064889	0.7
chr5	9973428	9975183	0.59
chr2	69463125	69465011	0.71
chr7	87531770	87533734	0.9
chr17	1178100	1178818	0.74
chr11	94689186	94691168	0.57
chr18	70113785	70115447	0.63
chr4	39989737	39991482	0.7
chr16	89205735	89206190	0.63
chr11	29218646	29220202	0.27
chr20	26157623	26158186	0.18
chr2	84482215	84484161	0.04
chr7	18518145	18518944	0.13
chr3	155110070	155111995	0.07
chr1	205343642	205343835	0.1
chr8	15456434	15456520	0.27
chr2	225733400	225735368	0.26
chr3	191110840	191111561	0.09
chr11	31972021	31973695	0.26
chr15	94799290	94801187	0.08
chr5	54477641	54479483	0.17
chr3	187513959	187515376	0.0
chr16	77393088	77394839	0.0
chr2	226334509	226336427	0.08
chr17	47423415	47423583	0.07
chr13	47778489	47779801	0.24
chr13	47670497	47672466	0.39
chr2	33057504	33057703	0.48
chr4	81021141	81023121	0.02
chr15	59697934	59699010	0.9
chrX	1855092	1855858	0.22
chr3	190700035	190702000	0.15
chr6	16777322	16778822	0.57
chr8	118570167	118572095	0.06
chr6	140901347	140903321	0.13
chr6	100200774	100201920	0.05
chrX	155423633	155425522	0.17
chr5	179657496	179657787	0.07
chr3	27302299	27304178	0.07
chr12	110253207	110253478	0.09
chr5	128446089	128447885	0.3
chr9	71753093	71754865	0.15
chr2	56193111	56194847	0.17
chr12	77212335	77214270	0.04
chr11	102872846	102874733	0.17
chr3	184418289	184419090	0.83
chr22	47321231	47322133	0.5
chr8	16878991	16880472	0.5
chr6	33059277	33059553	0.62
chr14	37134149	37135821	0.02
chr7	88884908	88886685	0.33
chr11	72164949	72165859	0.47
chr20	52269413	52269814	0.04
chr3	172287899	172288790	0.16
chr6	141747307	141749253	0.16
chr7	2103925	2104252	0.1
chr19	27815530	27816672	0.08
chr5	477523	478334	0.16
chr2	84787977	84789906	0.0
chr2	230536268	230537838	0.0
chr3	151827661	151829621	0.38
chr3	151217536	151218816	0.33
chr4	109926636	109926665	0.49
chr8	125503290	125505191	0.26
chr18	2363416	2365311	0.2
chr12	58155555	58157011	0.02
chr2	227873120	227875013	0.04
chr16	86692295	86694290	0.09
chr12	105829223	105831160	0.14
chr8	66112486	66112628	0.16
chr10	90306999	90308858	0.1
chr6	55097845	55099340	0.21
chr12	58488915	58490909	0.04
chr6	125244519	125246319	0.18
chr2	220002543	220004452	0.24
chr5	13716624	13718415	0.16
chr18	2486610	2488465	0.32
chrY	11156646	11157780	0.6
chr6	144173978	144175559	0.2
chr12	8672321	8673189	0.13
chr2	1448877	1449112	0.59
chr10	133476211	133476590	0.5
chr4	24482309	24482784	0.2
chr19	15462674	15462892	0.51
chr13	23528410	23530002	0.51
chr20	10666417	10668147	0.62
chr6	132221304	132223120	0.21
chr8	37469001	37470579	0.63
chr9	74935672	74936127	0.12
chr4	187403756	187405011	0.52
chr9	133460816	133460862	0.15
chr19	11307487	11308043	0.82
chr6	10283609	10285501	0.06
chrX	46595778	46597355	0.63
chr2	157044968	157046823	0.14
chr3	190675701	190677652	0.1
chr2	220318920	220320856	0.19
chr6	148290843	148292491	0.26
chr11	110514066	110514311	0.17
chr10	70191203	70191645	0.67
chrX	57250532	57252457	0.37
chrX	96134644	96136637	0.14
chr5	8853778	8855734	0.23
chr1	215093246	215095239	0.23
chrX	46280587	46282435	0.18
chr13	61886134	61887895	0.88
chr1	86227508	86228386	0.21
chr5	33340476	33341860	0.3
chr2	228504169	228505612	0.12
chr13	37774169	37775923	0.05
chr14	53867720	53869440	0.19
chr9	76511911	76513808	0.2
chr12	77478162	77480152	0.24
chr6	169030519	169032178	0.49
chr6	141954286	141956067	0.06
chr10	2946671	2946738	0.62
chr9	107643667	107645663	0.2
chr13	54254322	54256257	0.0
chr3	99309365	99311012	0.08
chr1	91916159	91917218	0.43
chr3	118841993	118843466	0.46
chr3	87177138	87177166	0.72
chr2	30990071	30990501	0.7
chr5	92676137	92677867	0.92
chr13	106439415	106441178	0.71
chr8	33002520	33004450	0.71
chr2	144308269	144309362	0.64
chr16	2521255	2521301	0.78
chr1	87035806	87037140	0.36
chr4	107626316	107628184	0.78
chr1	206891854	206892986	0.82
chr15	40285060	40285225	0.83
chr3	101535761	101537524	0.6
chr6	34525150	34526875	0.63
chr13	32923925	32925650	0.64
chr5	14059677	14061678	0.48
chr5	86587424	86587474	0.92
chr4	73446977	73448424	0.0
chr19	22510611	22512525	0.0
chr11	50553261	50555234	0.17
chr2	35816514	35817293	0.05
chr11	4587478	4589373	0.04
chr17	70022355	70022951	0.0
chr9	91847735	91848527	0.28
chr4	21857600	21859405	0.34
chr1	2432523	2432621	0.41
chr11	101032614	101034615	0.12
chr6	74405284	74407256	0.13
chr1	187912297	187913422	0.77
chr2	147663256	147665002	0.0
chr11	27944656	27946057	0.44
chr17	75172076	75172116	0.92
chr14	35891141	35891262	0.69
chr5	64908083	64909907	0.61
chr10	72010112	72010939	0.62
chr17	70156307	70157528	0.7
chr9	116336278	116338259	0.78
chr20	25627152	25627925	0.61
chr2	12092982	12094859	0.75
chr2	39203258	39204546	0.68
chr15	67939161	67941152	0.6
chr10	96675157	96676869	0.66
chr7	134595342	134597026	0.76
chr3	191474858	191475387	0.5
chr20	25294601	25294739	0.14
chr9	22379571	22381361	0.12
chr16	82997084	82998837	0.14
chr2	19609408	19611036	0.12
chr4	156306968	156308896	0.11
chr4	13659224	13660635	0.04
chr2	198928158	198929974	0.05
chr2	85158383	85158896	0.11
chr1	186570559	186571546	0.13
chrX	101192296	101194053	0.12
chrX	142202054	142204017	0.12
chr14	53505513	53507488	0.0
chr1	186122022	186123012	0.08
chr2	220520147	220521912	0.08
chr17	13620377	13622301	0.2
chr2	227879549	227880963	0.17
chr12	124544397	124544900	0.0
chr2	33399956	33400303	0.14
chr5	13776465	13778459	0.24
chr9	107907972	107908410	0.11
chr11	73271277	73273257	0.01
chr1	158067318	158069298	0.19
chr8	118562069	118563702	0.18
chr10	89956271	89958059	0.21
chr2	215510971	215512938	0.38
chr2	157188759	157190705	0.03
chr12	102748803	102750544	0.0
chr14	60663539	60663839	0.33
chr15	23189674	23189695	0.66
chr13	27498888	27500447	0.83
chr7	18062630	18064098	0.05
chr4	73560179	73561861	0.18
chr6	144296688	144298669	0.05
chr1	162730866	162732552	0.53
chr2	25619287	25621059	0.72
chr13	31655433	31657334	0.84
chr7	152736928	152738449	0.77
chr17	35193878	35193930	0.67
chr19	46392640	46394032	0.76
chr9	130477438	130479259	0.84
chr13	39788336	39790199	0.48
chr5	128731424	128731554	0.3
chr7	21866178	21868035	0.29
chr3	190695198	190697195	0.14
chr4	108465562	108467466	0.65
chr7	81112032	81112519	0.0
chr12	7477585	7479535	0.01
chr22	24192101	24194074	0.86
chr1	180266252	180267684	0.84
chr11	123719982	123721876	0.82
chr1	10444309	10446196	0.81
chr4	39150591	39152551	0.82
chr2	218505822	218507722	0.77
chr5	133015368	133017105	0.91
chr19	7094699	7095907	0.82
chr2	172934169	172936135	0.8
chr10	91466977	91468490	0.66
chr12	109542194	109543169	0.87
chr9	77293020	77294903	0.75
chr10	58585846	58587827	0.78
chr9	99498761	99500227	0.74
chr10	104030283	104032270	0.76
chr2	217100727	217102615	0.85
chr19	11834317	11836302	0.74
chr12	93301562	93303439	0.7
chr8	99006002	99007980	0.78
chr15	59138443	59140436	0.73
chr1	164595630	164597165	0.48
chr19	54174809	54176602	0.82
chr2	101827709	101829615	0.79
chr16	24612679	24614302	0.76
chr8	81108773	81110467	0.75
chr9	134818582	134820555	0.82
chr18	31910558	31912534	0.71
chr3	172385964	172387850	0.63
chr5	108325098	108326832	0.93
chr9	109082877	109084743	0.8
chr9	76568114	76570100	0.17
chr6	54105314	54107299	0.16
chr1	10624024	10624356	0.17
chr12	47328443	47329982	0.15
chr8	106431591	106433583	0.18
chr19	9680686	9681114	0.08
chr3	152014354	152016168	0.2
chr3	86972469	86974339	0.2
chr9	23906298	23908189	0.0
chr2	100796603	100797853	0.19
chr4	83211942	83213931	0.17
chr8	63276705	63278472	0.12
chr6	129351351	129353299	0.0
chr2	74958274	74958368	0.19
chr16	555539	555749	0.29
chr4	186793498	186795448	0.44
chr8	117614723	117616704	0.37
chr4	145595533	145596474	0.63
chr6	145298661	145299801	0.57
chrX	9848058	9848862	0.63
chr17	56193325	56193521	0.71
chr2	224015420	224017281	0.59
chr5	131088787	131090690	0.02
chr8	2122205	2122469	0.6
chr13	20698233	20699793	0.3
chr4	156323246	156324760	0.31
chr16	33842303	33842556	0.22
chr7	22538628	22540314	0.03
chr8	118328422	118329999	0.27
chr11	102031525	102033490	0.08
chr4	108410808	108412780	0.62
chr8	114819173	114820505	0.0
chr2	39107944	39108413	0.0
chr12	46965726	46967297	0.11
chr22	34999438	35001304	0.31
chr1	121543377	121545266	0.03
chr6	10427583	10429544	0.02
chr4	144395978	144397861	0.1
chr2	71910532	71912360	0.04
chr6	72586083	72587807	0.51
chr18	2183256	2185194	0.18
chr6	105752792	105754532	0.14
chr8	104759511	104761305	0.06
chr7	13026866	13028848	0.15
chr4	144528982	144530645	0.15
chr13	37740599	37742596	0.08
chr14	53918782	53920745	0.09
chr1	185843885	185845734	0.19
chr7	122039093	122040969	0.05
chr14	76370942	76371558	0.03
chr19	35270097	35270158	0.37
chr2	220925484	220927331	0.08
chr6	55189922	55191309	0.13
chr14	53697180	53698948	0.22
chr12	126645095	126646863	0.09
chr17	56133050	56134455	0.1
chr2	227722995	227724158	0.13
